l_hs 	m_s 	T_c^EX 	v_h^EX 	v_s^EX 	T1_c^PT 	v1_h^T 	v1_s^T 	v1_h^F 	v1_s^F
0.446667	104.167	125.228	98.6194	105.122	125.228	-98.6195	1.50364e-05	1.93762e-05	-105.122	
0.446667	105	127.793	87.3133	93.0702	127.793	-87.3134	-9.88782e-06	3.34765e-06	-93.0702	
0.446667	105.833	130.328	74.1936	79.0854	130.328	-74.1936	5.75101e-06	-3.10396e-06	-79.0855	
0.446667	106.667	132.833	58.0433	61.8702	132.833	-58.0433	2.2762e-05	-1.19363e-06	-61.8703	
0.446667	107.5	135.312	34.8797	37.1794	135.312	-34.8756	-7.92813e-06	2.13276e-05	-37.1783	
0.453333	83.3333	19.6534	243.442	259.493	19.6534	243.442	2.29098e-05	-4.64524e-06	-259.493	
0.453333	84.1667	30.1282	239.946	255.767	30.1282	-239.946	-2.90258e-06	2.53294e-05	-255.767	
0.453333	85	37.8729	236.363	251.947	37.8729	-236.363	-1.14968e-05	4.63848e-05	-251.947	
0.453333	85.8333	44.3417	232.688	248.03	44.3417	-232.688	-1.00271e-05	-2.58255e-07	-248.03	
0.453333	86.6667	50.032	228.918	244.011	50.032	228.918	9.80207e-06	1.06356e-05	-244.011	
0.453333	87.5	55.1853	225.047	239.885	55.1853	-225.047	3.92625e-06	-1.5918e-05	-239.885	
0.453333	88.3333	59.9401	221.07	235.646	59.9401	-221.07	3.27946e-07	-3.02692e-05	-235.646	
0.453333	89.1667	64.3848	216.982	231.288	64.3847	-216.982	-1.34194e-05	6.59211e-07	-231.288	
0.453333	90	68.5797	212.776	226.805	68.5797	-212.776	2.3208e-05	2.47121e-05	-226.805	
0.453333	90.8333	72.5681	208.444	222.187	72.5681	208.444	1.24286e-07	2.41985e-05	-222.187	
0.453333	91.6667	76.3825	203.979	217.428	76.3825	203.979	-1.58452e-05	-1.68244e-05	-217.428	
0.453333	92.5	80.0476	199.373	212.518	80.0476	199.373	-1.69753e-05	-2.89915e-06	-212.518	
0.453333	93.3333	83.5832	194.614	207.445	83.5832	194.614	-1.07422e-06	4.40379e-06	-207.445	
0.453333	94.1667	87.005	189.691	202.198	87.005	189.691	6.46645e-06	-4.34435e-06	-202.198	
0.453333	95	90.326	184.592	196.763	90.3258	184.592	1.38781e-05	1.29918e-05	-196.763	
0.453333	95.8333	93.5568	179.301	191.123	93.5527	179.308	-1.14016e-05	-1.93325e-05	-191.125	
0.453333	96.6667	96.7065	173.8	185.259	96.7065	173.8	5.50765e-06	-7.91959e-06	-185.259	
0.453333	97.5	99.7829	168.07	179.151	99.7829	168.07	9.40418e-07	-4.19612e-07	-179.151	
0.453333	98.3333	102.792	162.085	172.772	102.792	162.085	5.02788e-06	9.51631e-06	-172.772	
0.453333	99.1667	105.741	155.817	166.091	105.741	155.817	1.6845e-05	4.86829e-06	-166.091	
0.453333	100	108.633	149.23	159.069	108.639	149.217	-9.74548e-06	-6.57267e-06	-159.065	
0.453333	100.833	111.474	142.278	151.659	111.474	142.278	-4.24739e-05	1.05177e-05	-151.659	
0.453333	101.667	114.266	134.908	143.802	114.266	-134.908	1.54359e-06	1.54221e-05	-143.802	
0.453333	102.5	117.015	127.044	135.42	117.015	127.044	1.16704e-05	-1.88189e-05	-135.42	
0.453333	103.333	119.721	118.589	126.408	119.721	118.589	-5.9314e-06	-2.03991e-05	-126.408	
0.453333	104.167	122.39	109.407	116.62	122.389	-109.407	1.58471e-05	6.13839e-06	-116.62	
0.453333	105	125.021	99.2946	105.841	125.021	-99.2946	-3.31568e-06	4.02572e-06	-105.841	
0.453333	105.833	127.619	87.9331	93.7308	127.619	-87.9331	-1.63278e-06	-1.6808e-05	-93.7308	
0.453333	106.667	130.186	74.7543	79.6831	130.185	-74.7544	7.72176e-06	2.12372e-05	-79.6831	
0.453333	107.5	132.722	58.5439	62.4038	132.722	58.5439	1.79964e-05	6.3041e-06	-62.4038	
0.453333	108.333	135.229	35.3517	37.6825	135.234	-35.2922	5.15505e-05	-2.17956e-06	-37.6652	
0.46	84.1667	12.4349	244.979	261.131	12.4349	244.979	2.45621e-05	-1.44028e-05	-261.131	
0.46	85	26.1339	241.456	257.376	26.1339	241.456	6.72814e-06	-4.01898e-07	-257.376	
0.46	85.8333	34.8789	237.846	253.528	34.879	-237.846	-8.44005e-06	-3.89855e-05	253.528	
0.46	86.6667	41.8963	234.144	249.582	41.8964	-234.144	-4.29536e-06	-1.85014e-05	-249.582	
0.46	87.5	47.9507	230.346	245.534	47.9507	230.346	-2.70737e-06	-4.89061e-06	-245.534	
0.46	88.3333	53.3709	226.447	241.378	53.3708	-226.447	-1.91028e-06	1.46137e-05	-241.378	
0.46	89.1667	58.3338	222.442	237.108	58.3338	-222.442	3.44073e-06	7.02064e-06	-237.108	
0.46	90	62.9477	218.325	232.719	62.9477	-218.325	4.66679e-05	-1.22888e-07	-232.719	
0.46	90.8333	67.2845	214.089	228.204	67.2845	-214.089	1.32074e-05	4.58352e-06	-228.204	
0.46	91.6667	71.3947	209.727	223.555	71.3947	-209.727	-1.87177e-06	-8.19519e-06	-223.555	
0.46	92.5	75.3154	205.232	218.763	75.3154	-205.232	1.15153e-05	-1.9099e-06	-218.763	
0.46	93.3333	79.0747	200.593	213.819	79.0747	200.593	-7.42807e-06	3.51578e-06	-213.819	
0.46	94.1667	82.6948	195.802	208.712	82.6948	195.802	3.64326e-06	2.97294e-05	-208.712	
0.46	95	86.1931	190.847	203.43	86.1931	190.847	1.73558e-06	-1.2861e-05	-203.43	
0.46	95.8333	89.5839	185.714	197.958	89.5838	185.714	-5.88206e-06	-1.60274e-05	-197.958	
0.46	96.6667	92.879	180.388	192.281	92.875	180.394	1.83677e-05	-8.93332e-07	-192.283	
0.46	97.5	96.0882	174.851	186.38	96.0882	174.851	-6.99772e-06	-2.62744e-06	-186.38	
0.46	98.3333	99.2198	169.084	180.232	99.2198	169.084	3.12192e-05	-2.82832e-05	-180.232	
0.46	99.1667	102.281	163.061	173.812	102.281	163.061	-2.19813e-06	2.67579e-06	-173.812	
0.46	100	105.278	156.753	167.089	105.278	156.753	-1.91004e-06	-8.28092e-06	-167.089	
0.46	100.833	108.216	150.125	160.023	108.222	150.112	-4.52275e-05	1.09062e-05	-160.019	
0.46	101.667	111.1	143.13	152.567	111.1	143.13	8.16022e-06	-1.06508e-05	-152.567	
0.46	102.5	113.934	135.714	144.662	113.934	135.714	3.01985e-05	-2.17165e-06	-144.662	
0.46	103.333	116.721	127.802	136.229	116.721	127.802	-1.52853e-05	3.90704e-06	-136.229	
0.46	104.167	119.465	119.296	127.162	119.465	119.297	4.71869e-06	8.36262e-06	-127.162	
0.46	105	122.168	110.059	117.316	122.168	-110.059	3.63206e-06	-4.7102e-06	-117.316	
0.46	105.833	124.834	99.8873	106.473	124.834	-99.8875	1.9152e-05	-1.55846e-05	-106.473	
0.46	106.667	127.465	88.4594	94.2918	127.465	-88.4596	2.76553e-06	7.57102e-06	-94.2919	
0.46	107.5	130.062	75.205	80.1635	130.062	-75.2051	-4.95272e-06	1.35675e-05	-80.1635	
0.46	108.333	132.628	58.9035	62.7872	132.628	58.9036	5.85595e-07	2.92512e-06	-62.7872	
0.46	109.167	135.165	35.5889	37.9354	135.172	-35.5052	-7.56492e-06	5.02911e-06	-37.9108	
0.466667	85.8333	21.4944	242.933	258.951	21.4944	242.933	5.05293e-05	-1.7915e-05	-258.951	
0.466667	86.6667	31.6627	239.296	255.074	31.6627	-239.296	2.11693e-05	2.18986e-05	-255.074	
0.466667	87.5	39.3481	235.566	251.098	39.3481	235.566	1.32416e-05	1.35235e-05	-251.098	
0.466667	88.3333	45.8174	231.74	247.02	45.8174	231.74	-5.19836e-07	-5.32584e-06	-247.02	
0.466667	89.1667	51.5308	227.813	242.833	51.5279	-227.815	9.02823e-06	3.10528e-06	-242.834	
0.466667	90	56.7171	223.778	238.533	56.7171	-223.778	7.83188e-08	9.44591e-06	-238.533	
0.466667	90.8333	61.5099	219.631	234.112	61.5099	-219.631	-4.88257e-06	6.16021e-06	-234.112	
0.466667	91.6667	65.9948	215.365	229.565	65.9948	-215.365	2.93712e-06	6.23331e-06	-229.565	
0.466667	92.5	70.231	210.972	224.882	70.231	-210.972	-2.12808e-05	-1.01198e-05	-224.882	
0.466667	93.3333	74.261	206.445	220.057	74.261	-206.445	-6.58536e-06	-1.4784e-05	-220.057	
0.466667	94.1667	78.1167	201.775	215.078	78.1167	-201.775	-3.84469e-06	-2.66187e-06	-215.078	
0.466667	95	81.8227	196.95	209.936	81.8227	196.95	-1.06438e-05	3.06439e-05	-209.936	
0.466667	95.8333	85.3986	191.961	204.617	85.3986	191.961	2.21781e-06	9.55593e-06	-204.617	
0.466667	96.6667	88.8601	186.792	199.108	88.86	186.793	8.39713e-07	-1.33154e-05	-199.108	
0.466667	97.5	92.22	181.43	193.393	92.2162	181.437	-7.30849e-06	7.35066e-06	-193.395	
0.466667	98.3333	95.4891	175.857	187.452	95.4891	175.857	-2.3672e-05	-2.44582e-05	-187.452	
0.466667	99.1667	98.6763	170.051	181.263	98.6763	170.051	-6.05205e-06	-3.01688e-06	-181.263	
0.466667	100	101.789	163.988	174.8	101.789	163.988	7.06112e-06	-2.38617e-06	-174.8	
0.466667	100.833	104.835	157.638	168.032	104.835	157.638	4.41936e-05	3.52938e-06	-168.032	
0.466667	101.667	107.819	150.966	160.919	107.825	150.952	-3.75049e-07	2.86711e-05	-160.915	
0.466667	102.5	110.746	143.925	153.415	110.746	143.925	-2.36254e-05	1.0055e-05	-153.415	
0.466667	103.333	113.621	136.461	145.458	113.621	136.461	-6.63584e-06	-5.63553e-07	-145.458	
0.466667	104.167	116.447	128.497	136.969	116.447	-128.497	1.70762e-06	1.46501e-05	-136.969	
0.466667	105	119.228	119.936	127.843	119.228	119.936	-1.42284e-06	5.10803e-06	-127.843	
0.466667	105.833	121.967	110.637	117.932	121.967	-110.638	-9.19589e-06	8.82443e-06	-117.932	
0.466667	106.667	124.666	100.398	107.018	124.666	-100.398	-1.78675e-05	1.09711e-05	-107.018	
0.466667	107.5	127.33	88.8931	94.7541	127.329	-88.8934	-1.05547e-05	-1.24265e-05	-94.7541	
0.466667	108.333	129.958	75.5462	80.5272	129.958	-75.5465	-9.66479e-06	-2.48967e-05	-80.5273	
0.466667	109.167	132.554	59.1231	63.0212	132.554	-59.1233	-1.29585e-05	-2.23239e-05	-63.0213	
0.466667	110	135.12	35.5935	37.9402	135.12	-35.5936	-1.69112e-05	-5.1812e-06	-37.9403	
0.473333	86.6667	15.6471	244.379	260.491	15.6471	244.379	-6.39576e-06	9.02001e-06	-260.491	
0.473333	87.5	28.1489	240.713	256.584	28.1489	240.713	3.26803e-06	2.84217e-06	-256.584	
0.473333	88.3333	36.6759	236.955	252.579	36.676	236.955	-7.80011e-06	2.69752e-05	252.579	
0.473333	89.1667	43.6249	233.101	248.47	43.6249	233.1	1.6491e-05	-1.03533e-05	-248.47	
0.473333	90	49.6626	229.144	244.252	49.6601	-229.145	2.99398e-06	4.68776e-05	-244.252	
0.473333	90.8333	55.0896	225.079	239.92	55.0896	-225.079	1.00561e-05	-3.54084e-05	-239.92	
0.473333	91.6667	60.0715	220.902	235.467	60.0715	220.902	2.1208e-05	1.34113e-05	-235.467	
0.473333	92.5	64.7113	216.605	230.886	64.7112	216.605	1.53159e-05	-6.35088e-06	-230.886	
0.473333	93.3333	69.0779	212.18	226.17	69.0779	-212.18	-1.95749e-05	-2.41537e-06	-226.17	
0.473333	94.1667	73.2202	207.62	221.31	73.2202	-207.62	6.83027e-06	-1.8819e-05	-221.31	
0.473333	95	77.1743	202.917	216.295	77.1743	-202.917	-2.37698e-06	-3.88157e-05	-216.295	
0.473333	95.8333	80.9679	198.058	211.117	80.9679	-198.058	-4.31085e-06	-5.64031e-06	-211.117	
0.473333	96.6667	84.6224	193.033	205.76	84.6224	-193.033	-7.27691e-06	-9.73046e-08	-205.76	
0.473333	97.5	88.1553	187.829	200.213	88.1553	187.829	9.45029e-06	1.94467e-06	-200.213	
0.473333	98.3333	91.5806	182.429	194.457	91.5769	182.435	1.82211e-05	3.66403e-06	-194.459	
0.473333	99.1667	94.9098	176.817	188.475	94.9098	176.817	-1.8744e-05	-1.04393e-06	-188.475	
0.473333	100	98.1529	170.97	182.243	98.1529	170.97	-1.6505e-05	-2.78527e-06	-182.243	
0.473333	100.833	101.318	164.866	175.736	101.318	164.866	4.79556e-06	-2.2829e-05	-175.736	
0.473333	101.667	104.412	158.472	168.921	104.412	158.472	5.40923e-07	-1.26817e-05	-168.921	
0.473333	102.5	107.442	151.753	161.759	107.448	151.739	-4.05929e-06	-7.44813e-06	-161.755	
0.473333	103.333	110.412	144.665	154.203	110.412	144.664	-2.39158e-05	-3.56376e-06	-154.203	
0.473333	104.167	113.328	137.148	146.19	113.328	137.148	9.58934e-06	-1.67078e-05	-146.19	
0.473333	105	116.193	129.129	137.642	116.193	-129.129	6.8952e-06	3.18457e-05	-137.642	
0.473333	105.833	119.011	120.507	128.452	119.01	120.507	1.0885e-05	-6.24663e-06	-128.452	
0.473333	106.667	121.785	111.142	118.47	121.785	-111.142	3.36715e-06	3.28555e-06	-118.47	
0.473333	107.5	124.518	100.827	107.475	124.518	-100.828	6.90064e-06	2.3734e-05	-107.475	
0.473333	108.333	127.214	89.2342	95.1177	127.214	-89.2349	1.64867e-06	1.66453e-05	-95.1179	
0.473333	109.167	129.873	75.7783	80.7746	129.873	75.7789	-9.85242e-06	2.20818e-05	-80.7748	
0.473333	110	132.499	59.2025	63.1059	132.499	59.2031	1.93141e-05	-1.69423e-05	-63.1061	
0.473333	110.833	135.094	35.3626	37.6942	135.094	-35.363	9.7223e-07	-1.46374e-05	-37.6943	
0.48	87.5	5.61123	245.792	261.998	5.61123	245.792	1.14635e-06	4.82618e-07	-261.998	
0.48	88.3333	24.2088	242.098	258.061	24.2088	242.098	-1.68055e-06	5.33548e-06	-258.061	
0.48	89.1667	33.8512	238.312	254.024	33.8513	238.311	-3.08811e-06	1.44405e-05	254.024	
0.48	90	41.3642	234.427	249.884	41.3642	234.427	4.20515e-05	-1.76327e-05	-249.884	
0.48	90.8333	47.7634	230.44	245.634	47.7634	-230.44	-9.91182e-06	7.73888e-06	-245.634	
0.48	91.6667	53.4504	226.346	241.269	53.4504	-226.346	-3.25293e-05	-5.06386e-05	-241.269	
0.48	92.5	58.6329	222.137	236.783	58.6328	222.137	-6.75452e-06	-9.39931e-06	-236.783	
0.48	93.3333	63.4345	217.808	232.168	63.4344	217.808	2.66261e-05	-9.03011e-06	-232.168	
0.48	94.1667	67.936	213.351	227.417	67.936	213.351	4.29901e-06	-3.37428e-06	-227.418	
0.48	95	72.1938	208.758	222.522	72.1938	208.758	1.36988e-05	-6.53295e-06	-222.522	
0.48	95.8333	76.2485	204.019	217.471	76.2485	-204.019	4.55116e-06	2.46687e-07	-217.471	
0.48	96.6667	80.131	199.125	212.254	80.131	-199.125	-9.79462e-06	-2.33021e-05	-212.254	
0.48	97.5	83.8652	194.064	206.86	83.8652	-194.064	2.56254e-06	1.72273e-06	-206.86	
0.48	98.3333	87.4702	188.822	201.272	87.4702	-188.822	1.04e-05	-1.92289e-05	-201.272	
0.48	99.1667	90.9613	183.384	195.475	90.9577	183.39	1.47786e-05	-2.9388e-05	-195.477	
0.48	100	94.3511	177.731	189.45	94.3511	177.731	1.0785e-05	-1.71973e-05	189.45	
0.48	100.833	97.6502	171.843	183.173	97.6502	171.843	1.60988e-06	5.4758e-06	-183.173	
0.48	101.667	100.867	165.694	176.619	100.867	165.694	-1.79689e-05	1.02664e-05	-176.619	
0.48	102.5	104.01	159.255	169.755	104.011	159.255	-5.05265e-05	1.79032e-05	-169.755	
0.48	103.333	107.086	152.488	162.542	107.092	152.473	-1.24838e-05	6.71449e-06	162.537	
0.48	104.167	110.099	145.348	154.931	110.099	145.348	-5.54687e-06	-1.44801e-05	-154.931	
0.48	105	113.056	137.776	146.86	113.056	137.776	5.39357e-06	-1.64104e-05	-146.86	
0.48	105.833	115.959	129.697	138.248	115.959	129.697	-1.09849e-05	-2.03532e-05	-138.248	
0.48	106.667	118.814	121.01	128.989	118.814	121.011	1.12406e-06	-1.3735e-05	-128.989	
0.48	107.5	121.623	111.572	118.929	121.623	111.574	-3.31283e-07	2.62961e-06	-118.929	
0.48	108.333	124.39	101.175	107.846	124.39	-101.176	-5.09685e-07	-1.76311e-05	-107.846	
0.48	109.167	127.118	89.4829	95.3828	127.118	-89.4843	2.71579e-05	-2.28448e-05	-95.3832	
0.48	110	129.808	75.9009	80.9053	129.808	-75.9023	2.18137e-05	5.57452e-06	-80.9057	
0.48	110.833	132.464	59.1408	63.0401	132.464	59.1419	-1.1929e-05	1.21357e-05	-63.0405	
0.48	111.667	135.087	34.8889	37.1892	135.087	-34.8896	9.74786e-06	-1.99214e-06	-37.1895	
0.486667	89.1667	19.588	243.451	259.502	19.588	243.451	-2.26902e-05	7.55172e-06	-259.502	
0.486667	90	30.8325	239.635	255.435	30.8325	239.635	2.41643e-05	-7.09727e-07	-255.435	
0.486667	90.8333	39.0239	235.72	251.262	39.0239	235.72	-4.63908e-05	7.34226e-06	-251.262	
0.486667	91.6667	45.8298	231.703	246.98	45.8298	-231.703	-1.58214e-05	1.50423e-06	-246.98	
0.486667	92.5	51.799	227.577	242.582	51.7966	-227.579	-2.01574e-07	3.96296e-05	-242.582	
0.486667	93.3333	57.1943	223.336	238.062	57.1943	223.336	5.20975e-06	7.76099e-07	-238.062	
0.486667	94.1667	62.1652	218.975	233.412	62.1652	218.975	2.51552e-05	7.45193e-06	233.412	
0.486667	95	66.8065	214.484	228.626	66.8065	214.484	-9.26751e-06	-1.30612e-05	-228.626	
0.486667	95.8333	71.1827	209.857	223.693	71.1827	209.857	-6.42949e-06	-1.16709e-05	-223.693	
0.486667	96.6667	75.34	205.083	218.605	75.34	205.083	-1.74475e-06	-9.36541e-06	-218.605	
0.486667	97.5	79.3129	200.153	213.35	79.3129	200.153	-3.26854e-06	-8.85044e-06	-213.35	
0.486667	98.3333	83.1278	195.054	207.915	83.1278	-195.054	-6.80608e-06	8.12894e-07	-207.915	
0.486667	99.1667	86.8055	189.774	202.286	86.8055	-189.774	1.56533e-06	8.65468e-06	-202.286	
0.486667	100	90.3628	184.295	196.446	90.3594	-184.301	-1.38957e-05	-2.75695e-07	-196.448	
0.486667	100.833	93.8134	178.601	190.376	93.8134	-178.601	-1.2243e-05	1.88117e-06	-190.376	
0.486667	101.667	97.1686	172.669	184.054	97.1686	172.669	1.91408e-05	3.88e-05	-184.054	
0.486667	102.5	100.438	166.475	177.451	100.438	166.475	-3.72036e-05	3.52558e-05	-177.451	
0.486667	103.333	103.63	159.987	170.536	103.63	159.987	9.38063e-06	1.31557e-06	-170.536	
0.486667	104.167	106.751	153.169	163.268	106.751	153.169	1.24974e-05	-4.98431e-06	-163.268	
0.486667	105	109.807	145.975	155.599	109.807	145.975	-2.59102e-05	-1.11384e-05	-155.599	
0.486667	105.833	112.804	138.345	147.466	112.804	138.345	4.30238e-05	-3.84136e-05	-147.466	
0.486667	106.667	115.746	130.203	138.787	115.746	130.203	1.61445e-06	-1.11042e-05	138.787	
0.486667	107.5	118.638	121.446	129.453	118.637	121.447	-2.10527e-05	-2.44708e-06	-129.453	
0.486667	108.333	121.482	111.929	119.309	121.481	111.932	3.42475e-05	-1.58892e-05	-119.31	
0.486667	109.167	124.283	101.441	108.129	124.282	-101.444	5.13041e-06	2.00084e-06	-108.13	
0.486667	110	127.042	89.6388	95.5489	127.041	-89.6417	1.59496e-05	1.59672e-05	-95.5498	
0.486667	110.833	129.763	75.9134	80.9186	129.763	-75.9161	1.79091e-05	8.68774e-06	-80.9194	
0.486667	111.667	132.448	58.9357	62.8216	132.448	58.938	-2.51938e-06	-2.88195e-06	-62.8223	
0.486667	112.5	135.1	34.1592	36.4115	135.1	-34.1606	-1.01292e-06	-9.14211e-06	-36.4119	
0.493333	90	13.6113	244.772	260.91	13.6113	244.772	8.54908e-06	-1.30179e-05	-260.91	
0.493333	90.8333	27.5569	240.926	256.81	27.5569	240.926	-2.40437e-05	-1.85082e-05	-256.81	
0.493333	91.6667	36.5895	236.981	252.606	36.5895	236.981	1.26474e-05	2.55259e-05	-252.606	
0.493333	92.5	43.8576	232.932	248.29	43.8576	232.932	2.86285e-06	-5.54272e-06	-248.29	
0.493333	93.3333	50.1346	228.774	243.858	50.1346	228.774	8.60628e-06	1.6562e-05	-243.858	
0.493333	94.1667	55.7562	224.501	239.303	55.7562	-224.501	-3.63002e-05	-1.33794e-06	-239.303	
0.493333	95	60.9043	220.106	234.618	60.9042	220.106	-8.38245e-06	-8.13159e-06	-234.618	
0.493333	95.8333	65.6901	215.581	229.795	65.6901	215.581	1.02105e-05	1.41181e-05	-229.795	
0.493333	96.6667	70.188	210.918	224.825	70.188	210.918	-5.09605e-07	3.49931e-06	-224.825	
0.493333	97.5	74.45	206.109	219.698	74.45	206.109	-2.52842e-05	-3.08391e-06	-219.698	
0.493333	98.3333	78.5145	201.141	214.403	78.5145	201.141	-4.53954e-06	-1.65884e-06	-214.403	
0.493333	99.1667	82.4109	196.004	208.927	82.4109	196.004	4.59109e-06	5.87604e-06	-208.927	
0.493333	100	86.162	190.683	203.255	86.162	190.683	-1.46481e-05	-1.85072e-05	-203.255	
0.493333	100.833	89.7858	185.163	197.371	89.7824	-185.168	4.07549e-05	-3.53848e-06	-197.373	
0.493333	101.667	93.2974	179.425	191.255	93.2974	-179.425	7.55707e-06	1.55714e-05	191.255	
0.493333	102.5	96.7088	173.448	184.884	96.7088	-173.448	1.76061e-05	-8.26061e-06	-184.884	
0.493333	103.333	100.03	167.207	178.231	100.03	167.207	-3.96861e-05	-1.36025e-06	-178.231	
0.493333	104.167	103.271	160.669	171.262	103.271	160.669	-3.68304e-05	-8.39033e-06	-171.262	
0.493333	105	106.437	153.798	163.938	106.437	153.798	-2.2607e-05	-3.47156e-06	-163.938	
0.493333	105.833	109.537	146.546	156.208	109.537	146.546	-3.82304e-06	2.9288e-06	-156.208	
0.493333	106.667	112.574	138.854	148.01	112.574	138.854	2.35388e-06	8.88915e-06	148.01	
0.493333	107.5	115.555	130.645	139.259	115.555	130.645	-6.25102e-06	-3.83579e-05	-139.259	
0.493333	108.333	118.483	121.813	129.845	118.482	121.815	6.53372e-06	-1.10225e-05	-129.845	
0.493333	109.167	121.362	112.213	119.611	121.36	112.217	2.18905e-05	-6.83955e-06	-119.612	
0.493333	110	124.195	101.625	108.325	124.194	-101.63	3.18545e-06	-2.86515e-06	-108.327	
0.493333	110.833	126.986	89.7012	95.6155	126.985	-89.7067	4.76857e-06	1.54819e-06	-95.6172	
0.493333	111.667	129.738	75.8143	80.813	129.737	-75.8194	-1.2788e-05	2.02175e-05	80.8146	
0.493333	112.5	132.452	58.5841	62.4468	132.452	-58.5883	1.25735e-05	-4.73842e-05	-62.448	
0.493333	113.333	135.132	33.1537	35.3396	135.132	33.1561	-1.83221e-05	-2.89062e-06	35.3404	
0.5	91.6667	23.92	242.184	258.152	23.92	242.184	1.06689e-05	-1.96542e-05	-258.152	
0.5	92.5	34.0412	238.208	253.914	34.0413	238.208	-2.1767e-06	-1.19399e-05	-253.914	
0.5	93.3333	41.8419	234.127	249.564	41.8419	234.127	8.09617e-06	-1.99429e-05	249.564	
0.5	94.1667	48.4561	229.937	245.097	48.4561	229.937	-4.81082e-06	-1.33283e-05	-245.097	
0.5	95	54.3191	225.63	240.507	54.319	225.63	-1.20439e-05	-8.50164e-06	-240.507	
0.5	95.8333	59.6526	221.201	235.785	59.6526	221.201	9.34545e-06	1.20769e-05	235.785	
0.5	96.6667	64.588	216.641	230.925	64.588	216.641	6.47419e-06	3.21301e-07	-230.925	
0.5	97.5	69.2105	211.942	225.916	69.2105	211.942	3.70648e-06	-5.49347e-06	225.916	
0.5	98.3333	73.5792	207.095	220.75	73.5792	207.095	3.36733e-05	1.20638e-07	-220.75	
0.5	99.1667	77.7368	202.089	215.414	77.7368	202.089	1.24488e-05	1.06208e-05	-215.414	
0.5	100	81.7155	196.912	209.896	81.7155	196.912	-1.73227e-06	-1.24298e-05	-209.896	
0.5	100.833	85.5403	191.551	204.18	85.5403	191.55	-7.85024e-06	-1.62929e-05	-204.18	
0.5	101.667	89.231	185.988	198.25	89.2277	185.993	-2.47624e-05	6.8844e-06	-198.252	
0.5	102.5	92.8037	180.205	192.087	92.8037	-180.205	-1.84578e-05	-2.95508e-06	-192.087	
0.5	103.333	96.2713	174.181	185.666	96.2713	-174.181	-1.97321e-05	8.27997e-06	-185.666	
0.5	104.167	99.645	167.89	178.959	99.645	-167.89	4.07863e-05	1.60902e-05	-178.96	
0.5	105	102.934	161.3	171.935	102.934	161.3	1.39933e-05	-5.57212e-06	-171.935	
0.5	105.833	106.146	154.373	164.551	106.146	154.373	-2.46464e-05	2.36619e-05	-164.551	
0.5	106.667	109.288	147.062	156.758	109.288	147.062	2.03676e-05	1.45961e-06	-156.758	
0.5	107.5	112.366	139.305	148.49	112.366	139.305	2.30267e-05	5.64503e-06	-148.49	
0.5	108.333	115.384	131.025	139.663	115.384	131.025	1.37474e-05	-5.44782e-06	-139.663	
0.5	109.167	118.349	122.113	130.165	118.348	122.115	-4.55988e-06	6.12925e-06	-130.165	
0.5	110	121.262	112.421	119.834	121.26	112.429	-1.1848e-05	-2.42498e-05	119.836	
0.5	110.833	124.129	101.726	108.433	124.126	-101.736	9.45125e-06	7.35277e-06	108.436	
0.5	111.667	126.951	89.6694	95.5815	126.949	-89.6791	6.402e-06	-3.78934e-05	-95.5846	
0.5	112.5	129.733	75.6021	80.5867	129.732	-75.6111	-1.19154e-05	1.94545e-05	-80.5896	
0.5	113.333	132.477	58.0815	61.911	132.476	-58.0889	1.02481e-05	-4.47529e-06	-61.9133	
0.5	114.167	135.184	31.8429	33.9424	135.184	-31.8471	-2.42245e-06	2.95153e-06	-33.9437	
0.506667	92.5	19.7239	243.41	259.459	19.7239	243.41	-1.30941e-05	1.40943e-05	-259.459	
0.506667	93.3333	31.3519	239.402	255.187	31.3519	239.402	8.15953e-06	-1.2682e-05	-255.187	
0.506667	94.1667	39.7766	235.289	250.803	39.7766	235.289	3.68023e-06	-1.11999e-05	-250.803	
0.506667	95	46.7626	231.066	246.3	46.7626	231.066	1.07243e-05	1.53073e-06	-246.3	
0.506667	95.8333	52.8832	226.725	241.674	52.8832	226.725	1.85104e-06	-2.97265e-06	-241.674	
0.506667	96.6667	58.4111	222.261	236.915	58.4111	222.261	5.19007e-05	-6.57941e-06	-236.915	
