l_hs 	m_s 	T_c^EX 	v_h^EX 	v_s^EX 	T1_c^PT 	v1_h^T 	v1_s^T 	v1_h^F 	v1_s^F
1.02667	158.333	67.5166	211.893	225.864	67.5166	211.893	4.76782e-06	-5.89561e-06	-225.864	
1.02667	159.167	76.9956	200.514	213.734	76.9956	200.514	7.65413e-06	5.80128e-06	213.734	
1.02667	160	85.4713	188.383	200.804	85.4713	188.383	2.08431e-05	1.12992e-05	-200.804	
1.02667	160.833	93.2178	175.345	186.906	93.2178	175.345	-6.34865e-06	1.41675e-05	-186.906	
1.02667	161.667	100.404	161.18	171.807	100.404	161.18	-2.84114e-06	6.89335e-06	-171.807	
1.02667	162.5	107.143	145.56	155.157	107.143	145.56	-8.18424e-06	-1.07098e-05	-155.157	
1.02667	163.333	113.514	127.951	136.387	113.514	127.951	1.68018e-06	2.02122e-05	-136.387	
1.02667	164.167	119.576	107.381	114.461	119.581	107.358	-1.81562e-05	7.47786e-06	-114.449	
1.02667	165	125.373	81.6408	87.0237	125.373	81.6408	-7.6499e-06	7.09397e-06	-87.0237	
1.02667	165.833	130.942	42.1328	44.9107	130.942	42.1327	1.27703e-05	3.3003e-06	-44.9107	
1.03333	156.667	28.2775	240.364	256.212	28.2775	240.364	2.11625e-05	-1.59011e-06	-256.212	
1.03333	157.5	46.4885	230.45	245.644	46.4885	230.45	-2.03442e-05	-1.39391e-05	-245.644	
1.03333	158.333	59.4135	220.034	234.541	59.4135	220.034	1.96763e-05	-5.09755e-06	-234.541	
1.03333	159.167	70.0426	209.04	222.823	70.0426	209.04	1.73146e-05	-1.09637e-05	-222.823	
1.03333	160	79.3044	197.373	210.386	79.3044	197.373	-1.66115e-05	-2.6559e-06	-210.386	
1.03333	160.833	87.6336	184.904	197.095	87.6336	184.904	1.51605e-05	-1.07768e-05	-197.095	
1.03333	161.667	95.275	171.458	182.763	95.275	171.458	-2.86898e-06	-1.12082e-05	182.763	
1.03333	162.5	102.383	156.786	167.123	102.383	156.786	7.80729e-06	-2.29001e-05	-167.123	
1.03333	163.333	109.061	140.503	149.766	109.061	140.503	5.08849e-06	-1.37364e-05	-149.766	
1.03333	164.167	115.385	121.964	130.006	115.391	121.946	-1.14704e-05	4.58475e-06	129.996	
1.03333	165	121.409	99.9244	106.513	121.409	99.9244	1.26342e-05	-1.7695e-06	-106.513	
1.03333	165.833	127.177	71.2018	75.8964	127.177	71.2018	1.84389e-05	1.01364e-05	-75.8964	
1.03333	166.667	132.722	11.3911	12.1421	132.728	11.1422	-7.94436e-06	-4.52177e-06	-12.0085	
1.04	157.5	33.4236	238.084	253.781	33.4236	238.084	-1.10132e-05	-1.20113e-05	-253.781	
1.04	158.333	49.9211	227.964	242.994	49.9211	227.964	5.15117e-06	8.94613e-06	242.994	
1.04	159.167	62.2443	217.315	231.644	62.2443	217.315	-1.21909e-05	-2.14669e-06	-231.644	
1.04	160	72.5523	206.057	219.643	72.5523	206.057	-9.50676e-06	1.92636e-05	-219.643	
1.04	160.833	81.6124	194.084	206.88	81.6124	194.084	-1.33144e-06	-2.22378e-06	-206.88	
1.04	161.667	89.8031	181.252	193.203	89.8031	181.252	-1.18094e-05	-1.04282e-05	-193.203	
1.04	162.5	97.344	167.366	178.401	97.344	167.366	1.44491e-05	-1.59212e-05	-178.401	
1.04	163.333	104.376	152.137	162.167	104.376	152.137	-7.11208e-06	-1.1662e-05	-162.167	
1.04	164.167	110.996	135.11	144.018	110.996	135.11	-7.76974e-06	-2.24314e-06	-144.019	
1.04	165	117.274	115.495	123.11	117.274	115.495	-5.20027e-06	6.24811e-06	-123.11	
1.04	165.833	123.262	91.6439	97.6862	123.262	91.6438	-1.64838e-05	7.83839e-06	-97.6863	
1.04	166.667	129	58.5933	62.4565	129	58.5933	-1.10616e-05	1.64197e-05	-62.4565	
1.04667	157.5	7.97497	245.556	261.746	7.97497	245.556	-9.92517e-06	-8.36477e-06	-261.746	
1.04667	158.333	38.011	235.705	251.246	38.0109	235.705	6.39673e-06	-9.08359e-06	-251.246	
1.04667	159.167	53.2293	225.368	240.227	53.2293	225.368	-1.40285e-05	1.09506e-05	-240.227	
1.04667	160	65.032	214.476	228.617	65.0356	214.472	1.40091e-05	-1.29693e-05	-228.615	
1.04667	160.833	75.0484	202.938	216.318	75.0484	202.938	-2.24679e-05	3.14165e-06	-216.318	
1.04667	161.667	83.9205	190.638	203.207	83.9205	190.638	-3.92118e-05	-6.61009e-07	203.207	
1.04667	162.5	91.98	177.417	189.114	91.98	177.417	1.31886e-05	1.23332e-05	-189.114	
1.04667	163.333	99.4248	163.051	173.801	99.4248	163.051	1.59979e-05	-1.44306e-05	-173.801	
1.04667	164.167	106.384	147.206	156.912	106.384	147.206	-7.30747e-06	1.03202e-05	-156.912	
1.04667	165	112.947	129.339	137.866	112.947	129.339	-2.26637e-05	1.89669e-05	-137.866	
1.04667	165.833	119.18	108.454	115.605	119.187	108.429	7.47219e-07	1.45882e-05	-115.591	
1.04667	166.667	125.132	82.2873	87.7127	125.132	82.2873	-1.36212e-08	-1.1671e-05	-87.7128	
1.04667	167.5	130.841	41.8932	44.6554	130.841	41.8932	3.16571e-07	5.00645e-06	-44.6554	
1.05333	158.333	19.6972	243.277	259.316	19.6972	243.277	2.00836e-05	-1.42624e-05	-259.317	
1.05333	159.167	42.2237	233.222	248.6	42.2237	233.222	3.70575e-06	7.48407e-06	-248.599	
1.05333	160	56.4361	222.659	237.339	56.4361	222.659	1.41882e-05	-6.80772e-06	237.339	
1.05333	160.833	67.783	211.508	225.454	67.783	211.508	5.17489e-06	-1.29969e-05	-225.454	
1.05333	161.667	77.533	199.674	212.839	77.533	199.674	-1.44496e-05	-6.14728e-06	-212.839	
1.05333	162.5	86.2295	187.025	199.356	86.2295	187.025	1.73475e-05	1.28655e-05	-199.356	
1.05333	163.333	94.1648	173.383	184.815	94.1648	173.383	-9.30001e-06	-1.88174e-08	-184.815	
1.05333	164.167	101.517	158.493	168.943	101.517	158.493	2.07774e-05	-6.64685e-06	-168.943	
1.05333	165	108.406	141.962	151.322	108.406	141.962	6.353e-06	5.07391e-06	-151.322	
1.05333	165.833	114.915	123.132	131.25	114.92	123.114	-4.37325e-07	5.02032e-06	-131.24	
1.05333	166.667	121.104	100.719	107.36	121.104	100.719	1.95037e-06	-1.74459e-05	-107.36	
1.05333	167.5	127.021	71.4288	76.1383	127.021	71.4288	8.41081e-06	4.29204e-06	-76.1383	
1.05333	168.333	132.701	5.88957	6.27789	132.704	5.65108	2.32945e-05	7.35975e-06	-6.1486	
1.06	159.167	26.8829	240.899	256.782	26.883	240.899	4.63566e-06	1.49758e-05	-256.782	
1.06	160	46.1662	230.632	245.839	46.1662	230.632	-2.76044e-06	5.45559e-06	-245.839	
1.06	160.833	59.5592	219.829	234.323	59.5592	219.829	-4.11072e-06	-7.74908e-06	-234.323	
1.06	161.667	70.5027	208.407	222.148	70.5027	208.407	3.35116e-06	-9.23703e-06	-222.148	
1.06	162.5	80.0082	196.256	209.196	80.0082	196.256	1.93738e-05	1.65312e-05	-209.196	
1.06	163.333	88.5402	183.233	195.314	88.5402	183.233	-5.64111e-06	4.72349e-06	-195.314	
1.06	164.167	96.3575	169.136	180.287	96.3575	169.136	5.64352e-06	-9.42542e-06	180.287	
1.06	165	103.622	153.669	163.801	103.622	153.669	-6.79933e-06	1.91862e-06	-163.801	
1.06	165.833	110.443	136.368	145.359	110.443	136.368	9.31738e-06	-6.82842e-06	-145.359	
1.06	166.667	116.898	116.417	124.093	116.898	116.417	-1.18335e-05	-9.10379e-06	-124.093	
1.06	167.5	123.044	92.1109	98.184	123.044	92.1109	6.93815e-07	8.82402e-06	-98.184	
1.06	168.333	128.927	58.2287	62.0679	128.927	58.2287	2.11249e-05	-8.55105e-06	-62.0679	
1.06667	160	32.6785	238.419	254.139	32.6785	238.419	-2.48965e-06	1.00313e-05	-254.139	
1.06667	160.833	49.9038	227.93	242.958	49.9038	227.93	1.71199e-06	-1.28823e-05	-242.958	
1.06667	161.667	62.6122	216.875	231.174	62.6145	216.873	-2.22704e-05	1.38743e-05	-231.173	
1.06667	162.5	73.1955	205.163	218.69	73.1955	205.163	1.92733e-06	-2.25513e-05	218.69	
1.06667	163.333	82.4758	192.676	205.38	82.4758	192.676	6.27122e-06	-5.04081e-06	-205.38	
1.06667	164.167	90.8533	179.25	191.068	90.8533	179.25	6.60349e-06	-5.14394e-06	191.068	
1.06667	165	98.5585	164.656	175.512	98.5585	164.656	1.47586e-06	5.34881e-06	-175.512	
1.06667	165.833	105.738	148.551	158.345	105.738	148.551	-1.02604e-05	-1.56223e-05	-158.345	
1.06667	166.667	112.494	130.375	138.971	112.494	130.375	1.01739e-05	-5.30538e-06	-138.971	
1.06667	167.5	118.897	109.099	116.292	118.897	109.099	8.08274e-06	-1.24514e-05	-116.292	
1.06667	168.333	125.002	82.3532	87.783	125.002	82.3532	-1.00756e-05	3.64628e-06	-87.783	
1.06667	169.167	130.851	40.449	43.1159	130.851	40.4489	2.04113e-05	6.37508e-06	-43.1158	
1.07333	160.833	37.7319	235.833	251.382	37.7319	235.833	-8.58835e-06	2.28467e-05	-251.382	
1.07333	161.667	53.481	225.109	239.951	53.481	225.109	1.46306e-05	1.10035e-05	-239.951	
1.07333	162.5	65.6061	213.788	227.884	65.6061	213.788	-1.67126e-05	4.11362e-07	-227.884	
1.07333	163.333	75.8652	201.77	215.073	75.8652	201.77	8.50581e-06	-2.03537e-05	-215.073	
1.07333	164.167	84.9372	188.922	201.378	84.9372	188.922	-1.45209e-05	-7.76393e-06	-201.378	
1.07333	165	93.1694	175.06	186.603	93.1694	175.06	2.30449e-05	-8.89507e-06	-186.603	
1.07333	165.833	100.768	159.923	170.467	100.768	159.923	2.8782e-06	6.5281e-06	-170.467	
1.07333	166.667	107.867	143.105	152.54	107.867	143.105	2.4075e-06	-3.08598e-06	-152.54	
1.07333	167.5	114.559	123.923	132.094	114.564	123.908	-7.29379e-06	-8.94567e-07	-132.086	
1.07333	168.333	120.912	101.042	107.704	120.912	101.042	1.67897e-06	-6.96111e-06	-107.705	
1.07333	169.167	126.976	70.9688	75.648	126.976	70.9688	1.90215e-05	2.52303e-07	-75.6479	
1.08	160.833	18.6298	243.559	259.618	18.6298	243.559	-1.08968e-05	9.71148e-06	259.618	
1.08	161.667	42.3116	233.135	248.506	42.3116	233.135	-2.98636e-05	-9.27103e-06	-248.506	
1.08	162.5	56.9293	222.164	236.812	56.9293	222.164	-6.19596e-06	-7.48702e-06	-236.812	
1.08	163.333	68.5497	210.562	224.445	68.5497	210.562	7.17085e-06	-5.50336e-06	-224.445	
1.08	164.167	78.5153	198.217	211.286	78.5153	198.217	5.37873e-06	5.04293e-06	-211.286	
1.08	165	87.3939	184.982	197.178	87.3939	184.982	-1.14821e-05	1.52371e-05	-197.178	
1.08	165.833	95.4892	170.647	181.899	95.4892	170.647	-1.41543e-05	-3.01774e-06	-181.899	
1.08	166.667	102.986	154.911	165.124	102.986	154.911	1.51611e-05	-3.36849e-06	-165.124	
1.08	167.5	110.007	137.289	146.341	110.008	137.288	9.73106e-06	9.04724e-06	-146.34	
1.08	168.333	116.638	116.934	124.644	116.638	116.934	-1.90356e-05	-1.06228e-07	-124.644	
1.08	169.167	122.942	92.0507	98.1199	122.942	92.0507	1.46972e-05	1.93065e-05	-98.1199	
1.08	170	128.967	56.9853	60.7426	128.967	56.9853	4.78369e-06	5.85619e-06	-60.7426	
1.08667	161.667	26.652	240.974	256.863	26.6521	240.974	4.0603e-06	-1.28557e-05	-256.863	
1.08667	162.5	46.5594	230.32	245.506	46.5594	230.32	9.72838e-06	1.44555e-05	-245.506	
1.08667	163.333	60.272	219.089	233.535	60.272	219.089	-9.20703e-06	-6.5567e-06	-233.535	
1.08667	164.167	71.4504	207.189	220.849	71.4504	207.189	-3.0773e-06	7.82587e-06	-220.849	
1.08667	165	81.1485	194.495	207.319	81.1519	194.49	1.62363e-05	7.90552e-06	-207.316	
1.08667	165.833	89.8471	180.842	192.765	89.8471	180.842	1.40851e-05	2.84718e-06	-192.765	
1.08667	166.667	97.8132	165.992	176.936	97.8132	165.992	-1.40439e-05	1.36081e-05	176.936	
1.08667	167.5	105.213	149.589	159.452	105.213	149.589	1.13159e-05	5.68283e-06	-159.452	
1.08667	168.333	112.159	131.053	139.694	112.159	131.053	5.73625e-06	2.65569e-06	-139.693	
1.08667	169.167	118.731	109.302	116.509	118.731	109.302	-7.84782e-06	1.21128e-05	-116.509	
1.08667	170	124.988	81.812	87.2061	124.988	81.812	-2.04438e-05	-1.22828e-05	-87.2061	
1.08667	170.833	130.975	37.5987	40.0777	130.975	37.5985	2.0486e-05	5.30906e-06	-40.0775	
1.09333	162.5	32.9323	238.279	253.99	32.9323	238.279	-1.19848e-05	-3.41204e-06	-253.99	
1.09333	163.333	50.5604	227.383	242.375	50.5604	227.383	1.78278e-05	1.42243e-05	-242.375	
1.09333	164.167	63.5272	215.877	230.111	63.5272	215.877	-3.6447e-06	-2.13219e-06	-230.111	
1.09333	165	74.3141	203.659	217.087	74.3141	203.659	1.59499e-05	-1.85016e-05	-217.087	
1.09333	165.833	83.7675	190.591	203.158	83.7675	190.591	2.23234e-05	-1.00962e-05	-203.158	
1.09333	166.667	92.2981	176.486	188.122	92.2981	176.486	1.28804e-05	1.41681e-05	-188.122	
1.09333	167.5	100.142	161.07	171.689	100.142	161.07	1.79558e-07	-3.40279e-06	-171.689	
1.09333	168.333	107.449	143.922	153.411	107.449	143.922	-6.66889e-06	-7.8405e-06	-153.411	
1.09333	169.167	114.324	124.33	132.527	114.327	124.318	4.48759e-06	-9.56114e-06	-132.521	
1.09333	170	120.839	100.877	107.528	120.839	100.877	-1.21039e-05	-1.20761e-05	-107.528	
1.09333	170.833	127.049	69.7746	74.3751	127.049	69.7746	6.46702e-07	9.59103e-06	-74.3751	
1.1	163.333	38.3384	235.469	250.994	38.3384	235.469	-9.21479e-06	1.44112e-05	-250.994	
1.1	164.167	54.3706	224.318	239.107	54.3706	224.318	-1.06132e-05	-3.90244e-06	-239.107	
1.1	165	66.7088	212.52	226.533	66.7088	212.52	1.94139e-05	1.09935e-06	-226.533	
1.1	165.833	77.1461	199.964	213.148	77.1461	199.964	1.30259e-05	1.51291e-05	213.148	
1.1	166.667	86.3745	186.494	198.79	86.3745	186.494	-1.67485e-06	5.71552e-06	-198.79	
1.1	167.5	94.7478	171.896	183.23	94.7478	171.896	5.61627e-06	1.40216e-05	-183.23	
1.1	168.333	102.476	155.854	166.13	102.476	155.854	1.8161e-05	-3.3673e-06	-166.13	
1.1	169.167	109.695	137.865	146.954	109.695	137.865	-1.63479e-05	6.4135e-06	-146.954	
1.1	170	116.5	117.033	124.749	116.505	117.015	-1.70896e-05	-6.55461e-06	-124.739	
1.1	170.833	122.96	91.4367	97.4654	122.96	91.4367	-1.41523e-05	-2.10972e-06	-97.4654	
1.1	171.667	129.126	54.759	58.3694	129.127	54.7479	-1.83919e-05	-1.33761e-05	-58.3631	
1.10667	163.333	19.3133	243.369	259.415	19.3133	243.369	-7.77929e-06	1.5716e-05	-259.415	
1.10667	164.167	43.2017	232.537	247.869	43.2017	232.537	1.23741e-06	-1.91568e-05	-247.869	
1.10667	165	58.029	221.117	235.696	58.029	221.117	1.88288e-06	6.89525e-06	-235.696	
1.10667	165.833	69.828	209.01	222.791	69.828	209.01	-4.56849e-06	-5.66675e-06	-222.791	
1.10667	166.667	79.9508	196.091	209.02	79.9509	196.091	-1.37134e-05	2.24637e-05	-209.02	
1.10667	167.5	88.9714	182.187	194.199	88.9714	182.187	5.88425e-06	-1.20758e-05	-194.199	
1.10667	168.333	97.1972	167.051	178.065	97.1972	167.051	8.73148e-06	1.7026e-05	-178.065	
1.10667	169.167	104.815	150.313	160.223	104.815	150.313	-1.65341e-05	-1.66242e-06	-160.223	
1.10667	170	111.95	131.36	140.021	111.954	131.348	3.84287e-06	-9.70002e-06	-140.014	
1.10667	170.833	118.689	109.045	116.234	118.689	109.045	1.92617e-05	-3.71327e-06	-116.234	
1.10667	171.667	125.095	80.6214	85.937	125.095	80.6214	1.90214e-05	1.20524e-07	-85.937	
1.10667	172.5	131.218	32.9038	35.0732	131.218	32.9026	-1.63085e-06	5.50303e-06	-35.0726	
1.11333	164.167	27.6807	240.561	256.422	27.6807	240.561	-1.72911e-05	-1.44502e-05	-256.422	
1.11333	165	47.6902	229.479	244.609	47.6902	229.479	-3.24108e-07	7.17174e-06	-244.609	
1.11333	165.833	61.564	217.773	232.132	61.564	217.773	-1.93174e-05	6.69461e-06	-232.132	
1.11333	166.667	72.894	205.337	218.876	72.894	205.337	-5.18872e-06	7.35345e-06	-218.876	
1.11333	167.5	82.7319	192.03	204.691	82.7319	192.03	-2.13022e-05	4.92351e-06	-204.691	
1.11333	168.333	91.5601	177.654	189.367	91.5601	177.654	-3.07366e-06	-3.58588e-06	-189.367	
1.11333	169.167	99.6472	161.926	172.602	99.6472	161.926	6.64605e-06	-2.30857e-06	-172.602	
1.11333	170	107.161	144.405	153.926	107.161	144.405	-1.63915e-05	-2.83182e-06	-153.926	
1.11333	170.833	114.215	124.335	132.533	114.215	124.335	7.88633e-07	-4.56657e-06	-132.533	
1.11333	171.667	120.89	100.196	106.802	120.89	100.196	2.82003e-06	-1.698e-07	-106.802	
1.11333	172.5	127.245	67.7706	72.2389	127.245	67.7706	-1.56733e-05	1.55576e-05	-72.2389	
1.12	165	34.2181	237.633	253.301	34.2181	237.633	-2.22831e-05	2.21829e-06	-253.301	
1.12	165.833	51.9028	226.287	241.206	51.9028	226.287	1.66411e-05	-5.16448e-06	-241.206	
1.12	166.667	64.9969	214.279	228.407	64.9969	214.279	-7.06795e-06	-1.26318e-05	-228.407	
1.12	167.5	75.9143	201.491	214.776	75.9143	201.491	-6.26796e-06	-9.57305e-06	-214.776	
1.12	168.333	85.4928	187.764	200.144	85.4928	187.764	-1.86254e-06	-1.19896e-05	-200.144	
1.12	169.167	94.1421	172.875	184.273	94.1421	172.875	1.38331e-05	-1.07607e-06	-184.273	
1.12	170	102.099	156.491	166.809	102.099	156.491	-8.18774e-06	3.2096e-07	166.809	
1.12	170.833	109.513	138.082	147.186	109.513	138.082	3.82218e-06	9.85601e-06	-147.186	
1.12	171.667	116.49	116.693	124.387	116.494	116.678	-2.58013e-06	2.75583e-06	-124.378	
1.12	172.5	123.103	90.23	96.1791	123.103	90.23	-1.58143e-05	-4.53239e-06	-96.1791	
1.12	173.333	129.408	51.3721	54.7593	129.408	51.3721	1.15283e-05	1.80092e-06	-54.7592	
1.12667	165	7.53528	245.601	261.794	7.53527	245.601	2.38739e-05	-5.70168e-06	-261.794	
1.12667	165.833	39.8388	234.579	250.046	39.8388	234.579	1.31921e-05	-9.27162e-07	-250.046	
1.12667	166.667	55.9035	222.954	237.654	55.9035	222.954	1.49491e-05	-9.23115e-07	-237.654	
1.12667	167.5	68.3445	210.625	224.512	68.3445	210.625	-5.40778e-06	-8.56318e-06	-224.512	
1.12667	168.333	78.8952	197.46	210.479	78.9	197.453	4.53885e-06	5.3828e-06	210.475	
1.12667	169.167	88.2363	183.28	195.364	88.2363	183.28	-2.5158e-06	-1.18522e-05	-195.364	
1.12667	170	96.7189	167.827	178.892	96.7189	167.827	-2.02333e-05	1.05828e-05	-178.892	
1.12667	170.833	104.552	150.71	160.647	104.552	150.71	-7.55755e-06	1.26928e-05	160.647	
1.12667	171.667	111.873	131.281	139.936	111.879	131.261	-6.84488e-07	6.55004e-06	-139.925	
1.12667	172.5	118.775	108.301	115.441	118.775	108.301	1.04852e-05	-1.20908e-05	-115.441	
1.12667	173.333	125.329	78.7194	83.9096	125.329	78.7194	2.73232e-06	7.47135e-06	-83.9096	
1.12667	174.167	131.585	25.255	26.9202	131.586	25.2437	1.98114e-05	8.50977e-06	-26.9137	
1.13333	165.833	21.6718	242.674	258.674	21.6726	242.674	1.35149e-07	-4.23527e-06	258.674	
1.13333	166.667	44.8906	231.393	246.65	44.8906	231.393	1.4747e-05	-1.04868e-05	246.65	
1.13333	167.5	59.7361	219.472	233.942	59.7361	219.472	-1.48148e-05	6.80823e-06	-233.942	
1.13333	168.333	71.6198	206.8	220.435	71.6198	206.8	1.34635e-05	6.6155e-06	220.435	
1.13333	169.167	81.8422	193.23	205.97	81.8422	193.23	1.52466e-05	2.25194e-05	-205.97	
1.13333	170	90.965	178.557	190.33	90.965	178.557	-7.78379e-06	2.23441e-06	190.33	
1.13333	170.833	99.2918	162.483	173.196	99.2918	162.483	1.3345e-05	-2.8975e-06	-173.196	
1.13333	171.667	107.009	144.54	154.07	107.009	144.54	1.72463e-05	-3.29791e-06	-154.07	
1.13333	172.5	114.239	123.92	132.09	114.242	123.909	3.93048e-06	-1.19271e-05	-132.084	
1.13333	173.333	121.07	98.9628	105.488	121.07	98.9627	-1.41954e-05	1.70409e-05	-105.488	
1.13333	174.167	127.567	64.841	69.1162	127.567	64.841	-5.27189e-06	-5.01982e-06	-69.1162	
1.14	166.667	29.9056	239.623	255.422	29.9056	239.623	-1.47237e-05	9.71511e-06	-255.422	
1.14	167.5	49.5493	228.068	243.105	49.5493	228.068	-1.11318e-06	7.28239e-06	-243.105	
1.14	168.333	63.4327	215.833	230.063	63.4327	215.833	4.73157e-06	3.3657e-06	230.063	
1.14	169.167	74.8336	202.794	216.165	74.8336	202.794	1.81785e-05	6.35288e-06	-216.165	
1.14	170	84.7597	188.787	201.234	84.7597	188.787	-1.69223e-05	-6.37336e-06	-201.234	
1.14	170.833	93.681	173.575	185.02	93.681	173.575	9.7222e-06	-5.9543e-06	-185.02	
1.14	171.667	101.862	156.81	167.149	101.862	156.81	-2.56208e-06	-5.62419e-06	-167.149	
1.14	172.5	109.468	137.925	147.019	109.468	137.925	2.01246e-05	-1.45764e-05	-147.019	
1.14	173.333	116.613	115.889	123.53	116.613	115.889	7.78872e-06	-1.07307e-06	-123.53	
1.14	174.167	123.376	88.3765	94.2034	123.376	88.3765	-1.20555e-05	2.7547e-06	-94.2034	
1.14	175	129.817	46.5138	49.5806	129.817	46.5138	-4.00356e-06	-6.26838e-06	-49.5806	
1.14667	167.5	36.4828	236.441	252.031	36.4828	236.441	-1.4813e-05	-9.36577e-06	-252.031	
1.14667	168.333	53.9187	224.596	239.404	53.9187	224.596	-1.95867e-06	8.32488e-06	-239.404	
1.14667	169.167	67.017	212.026	226.006	67.017	212.026	1.51406e-05	1.88546e-05	-226.006	
1.14667	170	77.9946	198.595	211.689	77.9946	198.595	5.69469e-06	-3.93777e-06	-211.689	
1.14667	170.833	87.6519	184.112	196.251	87.6519	184.112	-1.24202e-05	-5.04196e-06	-196.251	
1.14667	171.667	96.3866	168.309	179.406	96.3866	168.309	-6.41638e-06	6.2343e-06	-179.406	
1.14667	172.5	104.43	150.769	160.709	104.43	150.769	2.19484e-06	8.12456e-06	-160.709	
1.14667	173.333	111.932	130.795	139.419	111.938	130.778	-1.72994e-06	3.34367e-06	-139.409	
1.14667	174.167	118.995	107.035	114.092	118.995	107.035	-9.06331e-06	-1.39975e-05	-114.092	
1.14667	175	125.693	76.017	81.0291	125.693	76.017	-1.05951e-05	-6.57106e-06	-81.029	
1.14667	175.833	132.081	8.57485	9.14021	132.081	8.57487	-4.14395e-06	-5.63565e-06	-9.14023	
1.15333	167.5	13.9937	244.616	260.745	13.9937	-244.616	-5.24108e-06	-8.33369e-06	-260.745	
1.15333	168.333	42.1875	233.122	248.492	42.1875	-233.122	5.34566e-06	4.71236e-08	-248.492	
1.15333	169.167	58.0655	220.969	235.538	58.0624	220.972	1.57611e-05	1.59773e-05	-235.54	
1.15333	170	70.5074	208.042	221.759	70.5074	208.042	-1.67605e-05	-2.04595e-06	-221.759	
1.15333	170.833	81.11	194.186	206.989	81.11	194.186	1.66988e-05	1.80656e-05	-206.989	
1.15333	171.667	90.522	179.187	191.001	90.522	179.187	-4.06631e-06	3.64621e-06	-191.001	
1.15333	172.5	99.0833	162.728	173.457	99.0833	162.728	-1.38554e-05	-5.9602e-06	-173.457	
1.15333	173.333	106.998	144.31	153.825	106.998	144.31	1.01977e-05	2.48285e-06	-153.825	
1.15333	174.167	114.401	123.058	131.172	114.401	123.058	3.72223e-06	3.22604e-06	-131.172	
1.15333	175	121.386	97.1289	103.533	121.386	97.1289	-1.9476e-05	6.28115e-06	-103.533	
1.15333	175.833	128.02	60.8064	64.8155	128.02	60.8064	9.2449e-06	5.21853e-06	-64.8155	
1.16	168.333	25.3226	241.436	257.355	25.3226	-241.436	1.61361e-05	1.19412e-05	-257.355	
1.16	169.167	47.3382	229.657	244.799	47.3382	-229.657	6.60676e-06	1.37128e-05	-244.799	
1.16	170	62.036	217.177	231.496	62.036	-217.177	8.28473e-06	1.21881e-05	-231.496	
1.16	170.833	73.9185	203.867	217.308	73.9185	-203.867	-6.56928e-06	1.68147e-05	-217.308	
1.16	171.667	84.1861	189.553	202.05	84.1861	189.553	-1.28467e-06	-2.54934e-07	202.051	
1.16	172.5	93.3733	173.987	185.458	93.3733	173.987	-1.80395e-06	3.37564e-07	-185.458	
1.16	173.333	101.773	156.796	167.135	101.773	156.796	-1.74793e-05	8.32849e-06	-167.135	
1.16	174.167	109.566	137.374	146.431	109.566	137.373	-2.82379e-06	7.88434e-07	-146.431	
1.16	175	116.875	114.588	122.143	116.875	114.588	4.19471e-06	-6.23873e-06	-122.143	
1.16	175.833	123.785	85.8019	91.4591	123.785	85.8019	-4.56113e-06	8.11057e-06	-91.459	
1.16	176.667	130.359	39.574	42.1832	130.359	39.574	2.80973e-06	-1.05847e-06	-42.1832	
1.16667	169.167	33.1511	238.12	253.82	33.1511	-238.12	-6.83515e-07	8.97329e-06	-253.82	
1.16667	170	52.1011	226.039	240.942	52.1011	-226.039	-5.62925e-06	1.41317e-05	-240.942	
1.16667	170.833	65.8635	213.209	227.267	65.8635	-213.209	-1.19768e-05	2.98082e-06	227.267	
1.16667	171.667	77.2619	199.488	212.641	77.2619	-199.488	-1.6563e-06	-1.1327e-05	212.641	
1.16667	172.5	87.2282	184.675	196.852	87.2282	-184.675	7.00827e-07	-2.62324e-06	-196.851	
1.16667	173.333	96.2083	168.484	179.593	96.2083	-168.484	-1.00777e-05	-1.57087e-05	-179.593	
1.16667	174.167	104.457	150.471	160.392	104.457	150.471	-1.42314e-05	9.10006e-06	-160.392	
1.16667	175	112.136	129.878	138.442	112.136	129.878	-6.79164e-06	1.60093e-05	-138.442	
1.16667	175.833	119.355	105.204	112.14	119.355	105.204	-8.87194e-06	-3.12972e-06	-112.14	
1.16667	176.667	126.193	72.3851	77.1576	126.193	72.3851	7.70104e-06	1.35718e-05	-77.1576	
1.17333	170	39.6143	234.66	250.132	39.6143	-234.66	-9.51708e-06	-3.08613e-06	-250.132	
1.17333	170.833	56.576	222.258	236.912	56.5733	-222.26	-1.29263e-06	-5.88359e-06	-236.913	
1.17333	171.667	69.5728	209.055	222.839	69.5728	-209.055	-1.48949e-06	-1.75819e-05	222.839	
1.17333	172.5	80.5474	194.889	207.739	80.5474	-194.889	1.89024e-06	8.74117e-06	-207.739	
1.17333	173.333	90.2406	179.532	191.369	90.2406	-179.532	-8.69848e-06	5.93442e-06	-191.369	
1.17333	174.167	99.0295	162.647	173.371	99.0295	-162.647	8.80445e-06	4.00579e-07	-173.371	
1.17333	175	107.137	143.696	153.171	107.137	143.696	2.15732e-05	5.22392e-06	-153.171	
1.17333	175.833	114.707	121.719	129.744	114.711	121.705	-7.98673e-06	-4.39095e-06	-129.736	
1.17333	176.667	121.84	94.629	100.868	121.84	94.629	8.34073e-07	-6.90074e-06	-100.868	
1.17333	177.5	128.61	55.3725	59.0233	128.615	55.3305	2.23967e-05	1.48236e-06	-58.9983	
